fileName,countRef,countCdx
nlmenu.nl/images/gonext.gif,0,0
nlmenu.nl/images/homepagemenu.eng.gif,0,0
nlmenu.nl/images/homepagemenu.gif,0,0
nlmenu.nl/images/hoofdrubriekenrubrieken1.gif,0,0
nlmenu.nl/images/http.gif,0,0
nlmenu.nl/images/i.gif,0,0
nlmenu.nl/images/info1.gif,0,0
nlmenu.nl/images/info2.gif,0,0
nlmenu.nl/images/intro1.gif,0,0
nlmenu.nl/images/kap_a.gif,0,0
nlmenu.nl/images/kap_b.gif,0,0
nlmenu.nl/images/kap_c.gif,0,0
nlmenu.nl/images/kap_d.gif,0,0
nlmenu.nl/images/kap_e.gif,0,0
nlmenu.nl/images/kap_f.gif,0,0
nlmenu.nl/images/kap_g.gif,0,0
nlmenu.nl/images/kap_h.gif,0,0
nlmenu.nl/images/kap_i.gif,0,0
nlmenu.nl/images/kap_j.gif,0,0
nlmenu.nl/images/kap_k.gif,0,0
nlmenu.nl/images/kap_l.gif,0,0
nlmenu.nl/images/kap_m.gif,0,0
nlmenu.nl/images/kap_n.gif,0,0
nlmenu.nl/images/kap_o.gif,0,0
nlmenu.nl/images/kap_p.gif,0,0
nlmenu.nl/images/kap_q.gif,0,0
nlmenu.nl/images/kap_r.gif,0,0
nlmenu.nl/images/kap_s.gif,0,0
nlmenu.nl/images/kap_t.gif,0,0
nlmenu.nl/images/kap_u.gif,0,0
nlmenu.nl/images/kap_v.gif,0,0
nlmenu.nl/images/kap_w.gif,0,0
nlmenu.nl/images/kap_x.gif,0,0
nlmenu.nl/images/kap_y.gif,0,0
nlmenu.nl/images/kap_z.gif,0,0
nlmenu.nl/images/kblogo.gif,0,0
nlmenu.nl/images/kbsurfnet_logo2.gif,0,0
nlmenu.nl/images/kbsurfnet_logo2-old.gif,0,0
nlmenu.nl/images/kerst.gif,0,0
nlmenu.nl/images/kop_236.gif,0,0
nlmenu.nl/images/kop_404.gif,0,0
nlmenu.nl/images/kop_gastenboek.en.gif,1,0
nlmenu.nl/images/kop_gastenboek.gif,14,0
nlmenu.nl/images/kop_mailinglist.eng.gif,0,0
nlmenu.nl/images/kop_pers.en.gif,0,0
nlmenu.nl/images/kop_samenwerking.gif,0,0
nlmenu.nl/images/kop_webwijzers.gif,0,0
nlmenu.nl/images/kop_wegwijzers.eng.gif,0,0
nlmenu.nl/images/kop_wegwijzers.gif,0,0
nlmenu.nl/images/kop_wijzigen.eng.gif,0,0
nlmenu.nl/images/kop_zoekresultaat.en.gif,0,0
nlmenu.nl/images/kop_zoekresultaat.nl.gif,0,0
nlmenu.nl/images/kunstcult2.gif,0,0
nlmenu.nl/images/lijn3.gif,0,0
nlmenu.nl/images/lijn4.gif,0,0
nlmenu.nl/images/lijntje2.gif,0,0
nlmenu.nl/images/logo_homepage1-new.gif,0,0
nlmenu.nl/images/logohomepage2-new.gif,0,0
nlmenu.nl/images/logohomepage.gif,0,0
nlmenu.nl/images/logo_nl-menu2.gif,0,0
nlmenu.nl/images/logo_nl-menu.gif,0,0
